start_station_id,time_hour,start_lat,start_lng,start_borough,start_mode_landuse,temperature_2m_C,precipitation_mm,wind_speed_10m_kmh,hex_mta_entries,hex_mta_exits,predicted_gap
4228.06,2025-12-31 08:00:00,40.68044,-73.92842,BK,01,-2.4,0.0,19.2,0.0,0.0,3.9906166
4231.04,2025-12-31 08:00:00,40.68048360000003,-73.96467950000002,BK,02,-2.400000000000001,0.0,19.200000000000006,0.0,0.0,6.458284
4243.01,2025-12-31 08:00:00,40.6812117,-74.00860912,BK,01,-2.4,0.0,19.2,0.0,0.0,5.9448266
4246.02,2025-12-31 08:00:00,40.680780000000006,-73.94613000000001,BK,02,-2.3999999999999995,0.0,19.199999999999996,0.0,0.0,4.0270047
4249.01,2025-12-31 08:00:00,40.681969999999986,-73.98034000000003,BK,02,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,4.996542
4255.05,2025-12-31 08:00:00,40.68216564,-73.95399025999997,BK,02,-2.399999999999999,0.0,19.199999999999992,0.0,0.0,5.951005
4258.07,2025-12-31 08:00:00,40.68199044270704,-73.99079024791718,BK,01,-2.4000000000000035,0.0,19.200000000000028,0.0,0.0,5.7146444
4263.12,2025-12-31 08:00:00,40.68186000000001,-73.95943200000006,BK,02,-2.4,0.0,19.2,0.0,0.0,6.325117
4266.03,2025-12-31 08:00:00,40.68311639999997,-73.99785266999989,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,5.639222
4281.08,2025-12-31 08:00:00,40.680944723477296,-73.97567331790923,BK,02,-2.400000000000004,0.0,19.20000000000003,0.0,0.0,7.34554
4290.06,2025-12-31 08:00:00,40.68275489999998,-73.98258554999994,BK,02,-2.4000000000000026,0.0,19.20000000000002,0.0,0.0,5.3603535
4298.05,2025-12-31 08:00:00,40.68291510000009,-73.99318208000007,BK,01,-2.4,0.0,19.2,0.0,0.0,5.1254187
4301.04,2025-12-31 08:00:00,40.68374,-73.9261,BK,01,-2.4,0.0,19.2,0.0,0.0,3.8169606
